journal_abbr,lastname,firstname,title,position,affiliation,role,website,retrieved_on,Richter,Benita,Unnamed: 2,Chefredakteurin,Bundesvereinigung Lebenshilfe e. V.,Redaktion,Es wurden keine Informationen über den Herausgeber, die Redaktion/Schriftleitung und den Beirat der Zeitschrift 'Bundesbaublatt' gefunden. Hier sind die CSV-Header:,Bayer,Walter,Prof. Dr.,Herausgeber,Friedrich-Schiller-Universität Jena,Herausgeber.1
JAmt,Steege,Heike,,,StJA Chemnitz,Beirat,https://dijuf.de/veroeffentlichungen/jamt-fachzeitschrift,2024-01-05,,,,,,,,,,,,,,
JurBüro,Theobald,Christian,RA Prof. Dr.,"Rechtsanwalt bei Becker Büttner Held, Berlin, Partner der Sozietät, Honorarprofessor an der Deutschen Universität für Verwaltungswissenschaften Speyer",Deutsche Universität für Verwaltungswissenschaften Speyer,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Becker,Carsten,Prof. Dr.,"Vorsitzender der 10. Beschlussabteilung des Bundeskartellamts, Honorarprofessor der Johannes Gutenberg-Universität Mainz","Bundeskartellamt, Johannes Gutenberg-Universität Mainz",Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Franke,Peter,,Vizepräsident der Bundesnetzagentur a.D.,Bundesnetzagentur,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Mögelin,Chris,Dr.,Leiter des Justiziariats und Krisenstab Gas bei der Bundesnetzagentur,Bundesnetzagentur,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Rasbach,Winfried,Dr. iur.,"Rechtsanwalt und Syndikus der Thüga AG, Hauptabteilungsleiter Recht der Thüga Aktiengesellschaft und Prokurist der Thüga Aktiengesellschaft",Thüga Aktiengesellschaft,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Ruge,Reinhard,Prof. Dr.,"Stellvertretender Abteilungsleiter Recht der 50Hertz Transmission GmbH, Berlin",50Hertz Transmission GmbH,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Schulz,Thomas,RA,"Rechtsanwalt bei Linklaters LLP in Berlin, Partner",Linklaters LLP,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Beckers,Thorsten,Prof. Dr.,Leiter der Professur Infrastrukturwirtschaft und -management (IWM) an der Bauhaus-Universität Weimar,Bauhaus-Universität Weimar,Beirat,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
JurBüro,Burgi,Martin,Prof. Dr.,"Lehrstuhl für Öffentliches Recht, Wirtschaftsverwaltungsrecht, Umwelt- und Sozialrecht an der LMU München",LMU München,Beirat,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
StAZ,Dutta,Anatol,Professor Dr.,"M. Jur. (Oxford), Ludwig-Maximilians-Universität München",,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Frank,Rainer,em. Professor Dr.,Freiburg i.Br.,,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Hettich,Matthias,Richter am VGH,,Mannheim,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Mayer,Claudia,Prof. Dr. ,"LL.M. (Chicago), Universität Regensburg",,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Krömer,Karl,Leiter des Standesamtes,,Augsburg,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Antomo,Jennifer,Prof. Dr.,,,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
StAZ,Duden,Konrad,Prof. Dr.,"LL.M. (Cambridge), Universität Leipzig",,Beirat,https://www.standesbeamte.de/bds/profil/wissenschaftlicher-beirat/,2024-01-05,,,,,,,,,,,,,,
DuD,Reimer,Helmut,,,,Herausgeber,https://www.springer.com/journal/11623,2024-01-05,,,,,,,,,,,,,,
DuD,Buchner,Benedikt,,,,Herausgeber,https://www.springer.com/journal/11623,2024-01-05,,,,,,,,,,,,,,
DuD,Fox,Dirk,,,,Herausgeber,https://www.springer.com/journal/11623,2024-01-05,,,,,,,,,,,,,,
DuD,Mester,Britta Alexandra,,,,Herausgeber,https://www.springer.com/journal/11623,2024-01-05,,,,,,,,,,,,,,
DSB,Piltz,Carlo,Dr.,Chefredakteur,Datenschutz-Berater,Redaktion,https://www.datenschutz-berater.de/,2024-01-05,,,,,,,,,,,,,,
DSB,Golland,Alexander,Prof. Dr.,Schriftleitung,Datenschutz-Berater,Schriftleitung,https://www.datenschutz-berater.de/,2024-01-05,,,,,,,,,,,,,,
DSB,Herbrich,Tilman,,Schriftleitung,Datenschutz-Berater,Schriftleitung,https://www.datenschutz-berater.de/,2024-01-05,,,,,,,,,,,,,,
DSB,Quiel,Philipp,LL.M.,Schriftleitung,Datenschutz-Berater,Schriftleitung,https://www.datenschutz-berater.de/,2024-01-05,,,,,,,,,,,,,,
DSB,Strassemeyer,Laurenz,,Schriftleitung,Datenschutz-Berater,Schriftleitung,https://www.datenschutz-berater.de/,2024-01-05,,,,,,,,,,,,,,
ArbRB,Rülfing,Petra,,verantwortliche Redakteurin,Otto Schmidt Verlag,Redaktion,https://www.arbrb.de/,2024-01-05,,,,,,,,,,,,,,
ArbRB,Schindhelm,Veronika,,Redaktionsassistentin,Otto Schmidt Verlag,Redaktion,https://www.arbrb.de/,2024-01-05,,,,,,,,,,,,,,
AusR,Theobald,Christian,"RA Prof. Dr., Mag. rer. publ.",Herausgeber,,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Becker,Carsten,Prof. Dr.,Herausgeber,Bundeskartellamt,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Franke,Peter,,Herausgeber,Bundesnetzagentur,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Mögelin,Chris,Dr.,Herausgeber,Bundesnetzagentur,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Rasbach,Winfried,Dr. iur.,Herausgeber,Thüga AG,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Ruge,Reinhard,"Prof. Dr., LL.M. (London)",Herausgeber,50Hertz Transmission GmbH,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Schulz,Thomas,RA,Herausgeber,Linklaters LLP,Herausgeber,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Beckers,Thorsten,Prof. Dr.,Beirat,Bauhaus-Universität Weimar,Beirat,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
AusR,Burgi,Martin,Prof. Dr.,Beirat,LMU München,Beirat,https://rsw.beck.de/zeitschriften/enwz/herausgeber-beirat-redaktion,2024-01-05,,,,,,,,,,,,,,
DANA,,,,Herausgeber,Deutsche Vereinigung für Datenschutz,Herausgeber,https://de.wikipedia.org/wiki/Datenschutz_Nachrichten,2024-01-05,,,,,,,,,,,,,,
DB,Ballwieser,Wolfgang,Prof. Dr. Dr. h.c.,"emeritierter Professor für Betriebswirtschaftslehre, insb. Rechnungswesen und Prüfung",Ludwig-Maximilians-Universität München,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Fleischer,Holger,Prof. Dr. Dr. h.c. Dr. h.c.,Direktor,Max-Planck-Institut für ausländisches und internationales Privatrecht in Hamburg,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Hey,Johanna,Prof. Dr.,Direktorin des Instituts für Steuerrecht,Universität zu Köln,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Mellinghoff,Rudolf,Prof. Dr. h.c.,Bisheriger Präsident des Bundesfinanzhofs,Bundesfinanzhof,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Uffmann,Katharina,Prof. Dr.,"Inhaberin des Lehrstuhls für Bürgerliches Recht, Unternehmensrecht und Recht der Familienunternehmen",Ruhr-Universität Bochum,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Wachter,Thomas,Dr. †,Notar in München und Autor verschiedener Veröffentlichungen zum Gesellschafts- und Steuerrecht,,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Werth,Franceska,Prof. Dr.,Richterin am BFH,Bundesfinanzhof,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Weißenberger,Barbara E.,Prof. Dr.,"Professorin für Betriebswirtschaftslehre, insb. Controlling und Accounting",Heinrich-Heine-Universität Düsseldorf,Herausgeber,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Bachmann,Carmen,Prof. Dr.,,Leipzig,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Bungert,Hartwin,RA Dr.,,Düsseldorf,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Dorenkamp,Christian,RA/StB Prof. Dr.,,Bonn,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Eierle,Brigitte,Prof. Dr.,,Bamberg,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Förster,Guido,StB Prof. Dr.,,Düsseldorf,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Gaul,Björn,RA/FAArbR Prof. Dr.,,Köln,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Gleißner,Werner,Prof. Dr.,,Leinfelden-Echterdingen,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Hüttemann,Rainer,Prof. Dr.,,Bonn,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Kleinebrink,Wolfgang,Prof. Dr.,,Wuppertal,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Loitz,Rüdiger,WP/StB/CPA Prof. Dr.,,Düsseldorf,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
DB,Melot,Paul,RA/FAArbR Prof. Dr.,,D,Fachbeirat,https://der-betrieb.de/ueber-der-betrieb/herausgeber-fachbeirat/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Blödtner,Mario,Dipl.-Rpfl.,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Clausen,Hinrich,Dipl.-Rpfl.,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Hintzen,Udo,Prof. Dipl.-Rpfl.,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Rellermeyer,Klaus,Dipl.-Rpfl.,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Reiß,Günter,Dipl.-Rechtspfleger,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Hintzen,Udo,Prof. Dipl.-Rpl.,Herausgeber,Der Deutsche Rechtspfleger,Herausgeber,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Bestelmeyer,Horst,Dipl.-Rpfl.,Beirat,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Böhringer,Walter,Prof.,Beirat,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Harm,Uwe,Dipl.-Rpfl.,Beirat,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Hellstab,Heinrich,Dipl.-Rpfl.,Beirat,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Kögel,Steffen,Dipl.-Rpfl.,Beirat,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Wolf,Thomas,Dr.,Vors. Richter am Landgericht,Der Deutsche Rechtspfleger,Beirat,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Els,Frank,Dipl.-Rpfl. Prof. Dr.,Schriftleitung,Der Deutsche Rechtspfleger,Schriftleitung,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Lamberz,Markus,Dipl.-Rpfl. Prof. Dr.,Schriftleitung,Der Deutsche Rechtspfleger,Schriftleitung,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Hintzen,Udo,Prof. Dipl.-Rpl.,Schriftleitung,Der Deutsche Rechtspfleger,Schriftleitung,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
Rpfleger,Zorn,Dagmar,Frau Dipl.-Rpflegerin,Schriftleitung,Der Deutsche Rechtspfleger,Schriftleitung,https://www.rpfleger.de/,2024-01-05,,,,,,,,,,,,,,
FamRB,Finger,Peter,Dr.,Rechtsanwalt,,Redaktion,https://www.famrb.de/finger.html,2024-01-05,,,,,,,,,,,,,,
FamRB,Hauß,Jörn,,Fachanwalt für Familienrecht,,Redaktion,https://www.famrb.de/finger.html,2024-01-05,,,,,,,,,,,,,,
gemeindehaushalt,Hofmann,Stefan,Dr.,Landesbeauftragter und Leiter Politisches Bildungsforum Baden-Württemberg,Politisches Bildungsforum Baden-Württemberg,Redaktion,https://nwbib.de/HT000136126,2024-01-05,,,,,,,,,,,,,,
gemeindehaushalt,Harms,Torsten,,,Politisches Bildungsforum Baden-Württemberg,Redaktion,https://nwbib.de/HT000136126,2024-01-05,,,,,,,,,,,,,,
ITRB,Schneider,Jochen,,,Verlag Dr. Otto Schmidt,Herausgeber,https://de.wikipedia.org/wiki/Der_IT-Rechts-Berater,2024-01-05,,,,,,,,,,,,,,
ITRB,Fuchs-Galilea,Stefanie,,Chefredakteur,Verlag Dr. Otto Schmidt,Redaktion,https://de.wikipedia.org/wiki/Der_IT-Rechts-Berater,2024-01-05,,,,,,,,,,,,,,
Kriminalist,Jaeger,Rolf Rainer,Leitender Kriminaldirektor a.D.,Chefredaktion,Der Kriminalist,Redaktion,https://www.dbbverlag.de/der-kriminalist/54,2024-01-05,,,,,,,,,,,,,,
Kriminalist,Bund Deutscher Kriminalbeamter,e.V.,,,DBB Verlag,Herausgeber,https://www.dbbverlag.de/der-kriminalist/54,2024-01-05,,,,,,,,,,,,,,
Landkreis,Henneke,Hans-Günter,Prof. Dr.,Geschäftsführendes Präsidialmitglied,Deutscher Landkreistag,Herausgeber,https://www.landkreistag.de/publikationen/fachzeitschrift-qder-landkreisq/impressum-qder-landkreisq,2024-01-05,,,,,,,,,,,,,,
Landkreis,Henneke,Hans-Günter,Prof. Dr.,,Deutscher Landkreistag,Schriftleitung,https://www.landkreistag.de/publikationen/fachzeitschrift-qder-landkreisq/impressum-qder-landkreisq,2024-01-05,,,,,,,,,,,,,,
Landkreis,Willrodt,Daniela,,,Deutscher Landkreistag,Schriftleitung,https://www.landkreistag.de/publikationen/fachzeitschrift-qder-landkreisq/impressum-qder-landkreisq,2024-01-05,,,,,,,,,,,,,,
MedSach,Kröll,Wolfgang,,,,'Herausgeber',https://www.isbn.de/buch/9783708313047/der-medizinische-sachverstaendige,2024-01-05,,,,,,,,,,,,,,
MedSach,Schweppe,Peter,,,,'Herausgeber',https://www.isbn.de/buch/9783708313047/der-medizinische-sachverstaendige,2024-01-05,,,,,,,,,,,,,,
MedSach,Neuper,Oliver,,,,'Herausgeber',https://www.isbn.de/buch/9783708313047/der-medizinische-sachverstaendige,2024-01-05,,,,,,,,,,,,,,
DÖD,Seckelmann,Margrit,,Professorin für Öffentliches Recht und das Recht der digitalen Gesellschaft,Juristische Fakultät der Leibniz Universität Hannover,Herausgeber,https://www.mohrsiebeck.com/buch/der-oeffentliche-dienst-nach-corona-9783161632921?no_cache=1,2024-01-05,,,,,,,,,,,,,,
DÖD,Mehde,Veith,,Professor für Öffentliches Recht und Verwaltungswissenschaft,Juristische Fakultät der Leibniz Universität Hannover,Herausgeber,https://www.mohrsiebeck.com/buch/der-oeffentliche-dienst-nach-corona-9783161632921?no_cache=1,2024-01-05,,,,,,,,,,,,,,
StB,Schmittmann,Jens M.,Chefredakteur,,Der Steuerberater,Redaktion,https://beck-online.beck.de/Modul/80646/Inhalt/StB-Der-Steuerberater/903,2024-01-05,,,,,,,,,,,,,,
StB,Stahlschmidt,Michael,Schriftleitung,,Der Steuerberater,Schriftleitung,https://beck-online.beck.de/Modul/80646/Inhalt/StB-Der-Steuerberater/903,2024-01-05,,,,,,,,,,,,,,
VerkA,Janeczek,Christian,,Chefredakteur,Der Verkehrsanwalt,Redaktion,https://de.wikipedia.org/wiki/Der_Verkehrsanwalt,2024-01-05,,,,,,,,,,,,,,
VerkA,,,,Herausgeber,Arbeitsgemeinschaft Verkehrsrecht des DAV,Herausgeber,https://de.wikipedia.org/wiki/Der_Verkehrsanwalt,2024-01-05,,,,,,,,,,,,,,
Verkehrsjurist,Janeczek,Christian,,Chefredakteur,"Deutscher Anwaltverlag, Bonn",Redaktion,https://de.wikipedia.org/wiki/Der_Verkehrsanwalt,2024-01-05,,,,,,,,,,,,,,
Verkehrsjurist,," ""Arbeitsgemeinschaft Verkehrsrecht des DAV""",,Herausgeber,,Herausgeber,https://de.wikipedia.org/wiki/Der_Verkehrsanwalt,2024-01-05,,,,,,,,,,,,,,
DJZ,Liebmann,Otto,Dr.,Verleger,Deutsche Juristen-Zeitung,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Liebmann,Otto,Dr.,Verleger,Deutsche Juristen-Zeitung,Schriftleitung,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Laband,Paul,,Staatsrechtslehrer,,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Stenglein,Melchior,,Reichsgerichtsrat,,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Staub,Hermann,,Rechtsanwalt,,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Schmitt,Carl,,nationalsozialistischer Funktionär,,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DJZ,Hamm,Oskar,Dr.,,Deutsche Juristen-Zeitung,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Juristen-Zeitung,2024-01-05,,,,,,,,,,,,,,
DLR,Meyer,Alfred Hagen,,Herausgeber,Deutsche Lebensmittel-Rundschau,Herausgeber,https://de.wikipedia.org/wiki/Deutsche_Lebensmittel-Rundschau,2024-01-05,,,,,,,,,,,,,,
DLR,Lauser,Gabriele,,Chefredakteur,Deutsche Lebensmittel-Rundschau,Redaktion,https://de.wikipedia.org/wiki/Deutsche_Lebensmittel-Rundschau,2024-01-05,,,,,,,,,,,,,,
DRiZ,Rebehn,Sven,,"Chefredakteur, ViSdP",Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Schröter,Matthias,,Chef vom Dienst,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Geis,Ralf,Dr.,"PrVG, Rechtsprechungsteil",Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Neumann,Ralph,,RAG a. D.,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Rach,Claudia,,Büro Berlin,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Schröder,Christine,Dr.,RLG,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Vetter,Joachim,,PrLAG,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Werner,Ingo,Dr.,ROLG,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,Wußler,Sebastian,Dr.,DirAG,Deutsche Richterzeitung,Redaktion,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DRiZ,,,,"Deutscher Richterbund e.V., Berlin, www.drb.de",Deutsche Richterzeitung,Herausgeber,https://rsw.beck.de/driz/%C3%BCber-driz,2024-01-05,,,,,,,,,,,,,,
DStR,Drüen,Klaus-Dieter,Prof. Dr.,,Deutsches Steuerrecht,Herausgeber,https://rsw.beck.de/zeitschriften/dstr/dstrk,2024-01-05,,,,,,,,,,,,,,
DStR,Eilers,Stephan,Prof. Dr.,"RA, FASt",Deutsches Steuerrecht,Herausgeber,https://rsw.beck.de/zeitschriften/dstr/dstrk,2024-01-05,,,,,,,,,,,,,,
DStR,Glaser,Johann,RD a. D.,,Deutsches Steuerrecht,Herausgeber,https://rsw.beck.de/zeitschriften/dstr/dstrk,2024-01-05,,,,,,,,,,,,,,
DStR,Schallmoser,Ulrich,Dr.,RiBFH,Deutsches Steuerrecht,Herausgeber,https://rsw.beck.de/zeitschriften/dstr/dstrk,2024-01-05,,,,,,,,,,,,,,
DPJZ,Manssen,Gerrit,Prof. Dr.,,"Universität Regensburg, Deutschland",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Wyrzykowski,Mirosław,Prof. Dr.,,"Uniwersytet Warszawski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Hermida del Llano,Cristina,Prof. Dr.,,"Universidad Rey Juan Carlos, Spanien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Policastro,Pasquale,Prof. Dr.,,"Uniwersytet Szczeciński, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Mezetti,Luca,Prof. Dr.,,"Università di Bologna, Italien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Szmyt,Andrzej,Prof. Dr.,,"Uniwersytet Gdański, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Arnold,Rainer,Prof. Dr.,,"Universität Regensburg, Deutschland",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Mikołajczuk,Krzysztof,Prof. Dr.,,"Katolicki Uniwersystet Lubelski Jana Pawła II, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Pankevych,Ivan,Prof. Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Bisztyga,Andrzej,Prof. Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Gânfălean,Ioan,Prof. Dr.,,"Universitatea „1 Decembrie 1918“ din Alba Iulia, Rumänien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Mangione,Gabriella,Prof. Dr.,,"Universita degli Studi dell´Insubria, Como, Italien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Kuczma,Paweł,Prof. Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Gawłowicz,Izabela,Prof. Dr.,,"Uniwersytet Zielonogórski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Dabu,Bianca,Conf. univ. Dr.,,"Universitatea din Piteşti, Rumänien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Tudorascu,Miruna,Conf. univ.Dr.,,"Universitatea „1 Decembrie 1918“ din Alba Iulia, Rumänien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Dabu,Napoleon,Dr.,,"Universitatea din Piteşti, Rumänien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Decebal Bogdan,Manole,Dr.,,"Universitatea „1 Decembrie 1918“ din Alba Iulia, Rumänien",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
DPJZ,Malicka,Agnieszka,Dr.,,"Uniwersytet Wrocławski, Polen",Beirat,http://www.dpjz.de/,2024-01-05,,,,,,,,,,,,,,
